iorig,x,y,z,vx,vy,vz,u,h,alpha,divv
41397,0.81640625,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.0914209755696777,0.0,1.933696097381486,0.015341873,2.1250725e-11,-0.00017112997
41398,0.83203125,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.08700869911003399,0.0,1.933696097381486,0.015341873,1.7384105e-11,-0.00016287067
41399,0.84765625,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.08175848131416201,0.0,1.933696097381486,0.015341873,1.3901966e-11,-0.00015304284
41400,0.86328125,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.07572088464949742,0.0,1.933696097381486,0.015341873,1.08421e-11,-0.00014174113
41401,0.87890625,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.06895405447240727,0.0,1.933696097381486,0.015341873,8.216019e-12,-0.00012907437
41402,0.89453125,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.06152315905662314,0.0,1.933696097381486,0.015341873,6.014765e-12,-0.000115164556
41403,0.91015625,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.05349976198714001,0.0,1.933696097381486,0.015341873,4.21483e-12,-0.00010014564
41404,0.92578125,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.044961132963772625,0.0,1.933696097381486,0.015341873,2.7838417e-12,-8.4162275e-05
41405,0.94140625,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.03598950365170582,0.0,1.933696097381486,0.015341873,1.6857729e-12,-6.7368375e-05
41406,0.95703125,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.026671275745606987,0.0,1.933696097381486,0.015341873,8.8549394e-13,-4.9925682e-05
41407,0.97265625,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.017096188874073798,0.0,1.933696097381486,0.015341873,3.5255842e-13,-3.2002175e-05
41408,0.98828125,0.6815240250833343,-0.044652156769485016,0.4392912904349656,-0.007356456357954799,0.0,1.933696097381486,0.015341873,6.4146733e-14,-1.3770473e-05
41409,0.01171875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.007356456359990601,0.0,1.9629846306667813,0.015421869,0.0,2.0193862e-05
41410,0.02734375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.01709618887608512,0.0,1.9629846306667813,0.015421869,0.0,4.6929945e-05
41411,0.04296875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.026671275747574375,0.0,1.9629846306667813,0.015421869,0.0,7.321407e-05
41412,0.05859375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.035989503653610415,0.0,1.9629846306667813,0.015421869,0.0,9.87931e-05
41413,0.07421875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.04496113296559599,0.0,1.9629846306667813,0.015421869,0.0,0.00012342069
41414,0.08984375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.05349976198886467,0.0,1.9629846306667813,0.015421869,0.0,0.00014685969
41415,0.10546875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.06152315905823241,0.0,1.9629846306667813,0.015421869,0.0,0.00016888433
41416,0.12109375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.06895405447388574,0.0,1.9629846306667813,0.015421869,0.0,0.00018928254
41417,0.13671875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.07572088465083075,0.0,1.9629846306667813,0.015421869,0.0,0.00020785784
41418,0.15234375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.08175848131533744,0.0,1.9629846306667813,0.015421869,0.0,0.00022443137
41419,0.16796875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.08700869911104014,0.0,1.9629846306667813,0.015421869,0.0,0.0002388435
41420,0.18359375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.09142097557050494,0.0,1.9629846306667813,0.015421869,0.0,0.00025095543
41421,0.19921875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.09495281805943123,0.0,1.9629846306667813,0.015421869,0.0,0.00026065053
41422,0.21484375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.09757021300394896,0.0,1.9629846306667813,0.015421869,0.0,0.0002678354
41423,0.23046875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.0992479534599286,0.0,1.9629846306667813,0.015421869,0.0,0.0002724409
41424,0.24609375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.09996988186963275,0.0,1.9629846306667813,0.015421869,0.0,0.00027442264
41425,0.26171875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.09972904566782972,0.0,1.9629846306667813,0.015421869,0.0,0.0002737615
41426,0.27734375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.09852776423879733,0.0,1.9629846306667813,0.015421869,0.0,0.00027046393
41427,0.29296875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.09637760657938449,0.0,1.9629846306667813,0.015421869,0.0,0.00026456165
41428,0.30859375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.09329927988324718,0.0,1.9629846306667813,0.015421869,0.0,0.00025611147
41429,0.32421875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.08932243011925396,0.0,1.9629846306667813,0.015421869,0.0,0.0002451948
41430,0.33984375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.08448535652459957,0.0,1.9629846306667813,0.015421869,0.0,0.00023191678
41431,0.35546875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.0788346427622142,0.0,1.9629846306667813,0.015421869,0.0,0.00021640527
41432,0.37109375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.07242470829462436,0.0,1.9629846306667813,0.015421869,0.0,0.00019880966
41433,0.38671875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.06531728429477993,0.0,1.9629846306667813,0.015421869,0.0,0.0001792994
41434,0.40234375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.05758081914111303,0.0,1.9629846306667813,0.015421869,0.0,0.0001580624
41435,0.41796875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.049289819222236034,0.0,1.9629846306667813,0.015421869,0.0,0.00013530317
41436,0.43359375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.04052413139968981,0.0,1.9629846306667813,0.015421869,0.0,0.000111240886
41437,0.44921875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.03136817403901842,0.0,1.9629846306667813,0.015421869,0.0,8.61073e-05
41438,0.46484375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.021910124014761133,0.0,1.9629846306667813,0.015421869,0.0,6.014445e-05
41439,0.48046875,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.012241067518948196,0.0,1.9629846306667813,0.015421869,0.0,3.360238e-05
41440,0.49609375,0.6920501744754239,-0.044652156769485016,0.410356271473307,0.002454122851278837,0.0,1.9629846306667813,0.015421869,0.0,6.7366973e-06
41441,0.51171875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.007356456361008505,0.0,1.9629846306667813,0.015421869,5.438365e-13,-2.0193862e-05
41442,0.52734375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.017096188877090766,0.0,1.9629846306667813,0.015421869,2.9034138e-12,-4.6929945e-05
41443,0.54296875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.026671275748558078,0.0,1.9629846306667813,0.015421869,6.922805e-12,-7.321407e-05
41444,0.55859375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.035989503654562695,0.0,1.9629846306667813,0.015421869,1.2240143e-11,-9.87931e-05
41445,0.57421875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.04496113296650768,0.0,1.9629846306667813,0.015421869,1.838976e-11,-0.00012342069
41446,0.58984375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.053499761989726995,0.0,1.9629846306667813,0.015421869,2.4853355e-11,-0.00014685969
41447,0.60546875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.06152315905903706,0.0,1.9629846306667813,0.015421869,3.1113546e-11,-0.00016888433
41448,0.62109375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.06895405447462495,0.0,1.9629846306667813,0.015421869,3.6702752e-11,-0.00018928254
41449,0.63671875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.07572088465149746,0.0,1.9629846306667813,0.015421869,4.1242017e-11,-0.00020785784
41450,0.65234375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.08175848131592515,0.0,1.9629846306667813,0.015421869,4.446614e-11,-0.00022443137
41451,0.66796875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.08700869911154326,0.0,1.9629846306667813,0.015421869,4.6234325e-11,-0.0002388435
41452,0.68359375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.09142097557091856,0.0,1.9629846306667813,0.015421869,4.6527237e-11,-0.00025095543
41453,0.69921875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.09495281805975142,0.0,1.9629846306667813,0.015421869,4.543292e-11,-0.00026065053
41454,0.71484375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.09757021300417258,0.0,1.9629846306667813,0.015421869,4.3125233e-11,-0.0002678354
41455,0.73046875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.09924795346005355,0.0,1.9629846306667813,0.015421869,3.9837928e-11,-0.0002724409
41456,0.74609375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.0999698818696578,0.0,1.9629846306667813,0.015421869,3.5838058e-11,-0.00027442264
41457,0.76171875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.09972904566775465,0.0,1.9629846306667813,0.015421869,3.1401114e-11,-0.0002737615
41458,0.77734375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.09852776423862285,0.0,1.9629846306667813,0.015421869,2.678971e-11,-0.00027046393
41459,0.79296875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.09637760657911225,0.0,1.9629846306667813,0.015421869,2.2237077e-11,-0.00026456165
41460,0.80859375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.09329927988287984,0.0,1.9629846306667813,0.015421869,1.7935662e-11,-0.00025611147
41461,0.82421875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.08932243011879504,0.0,1.9629846306667813,0.015421869,1.4030764e-11,-0.0002451948
41462,0.83984375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.0844853565240535,0.0,1.9629846306667813,0.015421869,1.0618699e-11,-0.00023191678
41463,0.85546875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.07883464276158622,0.0,1.9629846306667813,0.015421869,7.748769e-12,-0.00021640527
41464,0.87109375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.07242470829392054,0.0,1.9629846306667813,0.015421869,5.428266e-12,-0.00019880966
41465,0.88671875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.06531728429400702,0.0,1.9629846306667813,0.015421869,3.6295752e-12,-0.0001792994
41466,0.90234375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.057580819140278544,0.0,1.9629846306667813,0.015421869,2.2986346e-12,-0.0001580624
41467,0.91796875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.04928981922134791,0.0,1.9629846306667813,0.015421869,1.3640058e-12,-0.00013530317
41468,0.93359375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.04052413139875669,0.0,1.9629846306667813,0.015421869,7.4593267e-13,-0.000111240886
41469,0.94921875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.031368174038049215,0.0,1.9629846306667813,0.015421869,3.6487268e-13,-8.61073e-05
41470,0.96484375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.021910124013765252,0.0,1.9629846306667813,0.015421869,1.4907495e-13,-6.014445e-05
41471,0.98046875,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.012241067517935146,0.0,1.9629846306667813,0.015421869,4.088803e-14,-3.360238e-05
41472,0.99609375,0.6920501744754239,-0.044652156769485016,0.410356271473307,-0.002454122850258462,0.0,1.9629846306667813,0.015421869,1.5507841e-15,-6.7366964e-06
41473,0.00390625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.002454122852299201,0.0,2.006787318676925,0.015539094,0.0,9.72373e-06
41474,0.01953125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.012241067519961192,0.0,2.006787318676925,0.015539094,0.0,4.8501588e-05
41475,0.03515625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.021910124015757003,0.0,2.006787318676925,0.015539094,0.0,8.6812346e-05
41476,0.05078125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.03136817403998758,0.0,2.006787318676925,0.015539094,0.0,0.00012428706
41477,0.06640625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.040524131400622915,0.0,2.006787318676925,0.015539094,0.0,0.00016056481
41478,0.08203125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.04928981922312411,0.0,2.006787318676925,0.015539094,0.0,0.00019529625
41479,0.09765625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.057580819141947515,0.0,2.006787318676925,0.015539094,0.0,0.00022814686
41480,0.11328125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.06531728429555278,0.0,2.006787318676925,0.015539094,0.0,0.0002588003
41481,0.12890625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.07242470829532814,0.0,2.006787318676925,0.015539094,0.0,0.00028696135
41482,0.14453125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.07883464276284215,0.0,2.006787318676925,0.015539094,0.0,0.0003123588
41483,0.16015625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.08448535652514562,0.0,2.006787318676925,0.015539094,0.0,0.0003347481
41484,0.17578125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.08932243011971287,0.0,2.006787318676925,0.015539094,0.0,0.00035391355
41485,0.19140625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.09329927988361453,0.0,2.006787318676925,0.015539094,0.0,0.00036967063
41486,0.20703125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.09637760657965672,0.0,2.006787318676925,0.015539094,0.0,0.0003818676
41487,0.22265625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.09852776423897185,0.0,2.006787318676925,0.015539094,0.0,0.00039038697
41488,0.23828125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.0997290456679048,0.0,2.006787318676925,0.015539094,0.0,0.00039514666
41489,0.25390625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.0999698818696077,0.0,2.006787318676925,0.015539094,0.0,0.00039610092
41490,0.26953125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.09924795345980365,0.0,2.006787318676925,0.015539094,0.0,0.00039324048
41491,0.28515625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.09757021300372531,0.0,2.006787318676925,0.015539094,0.0,0.00038659293
41492,0.30078125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.09495281805911107,0.0,2.006787318676925,0.015539094,0.0,0.00037622228
41493,0.31640625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.09142097557009132,0.0,2.006787318676925,0.015539094,0.0,0.00036222843
41494,0.33203125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.08700869911053706,0.0,2.006787318676925,0.015539094,0.0,0.00034474608
41495,0.34765625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.08175848131474972,0.0,2.006787318676925,0.015539094,0.0,0.00032394365
41496,0.36328125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.07572088465016408,0.0,2.006787318676925,0.015539094,0.0,0.00030002146
41497,0.37890625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.0689540544731465,0.0,2.006787318676925,0.015539094,0.0,0.00027320994
41498,0.39453125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.06152315905742776,0.0,2.006787318676925,0.015539094,0.0,0.00024376721
41499,0.41015625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.05349976198800234,0.0,2.006787318676925,0.015539094,0.0,0.00021197689
41500,0.42578125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.044961132964684285,0.0,2.006787318676925,0.015539094,0.0,0.00017814511
41501,0.44140625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.035989503652658114,0.0,2.006787318676925,0.015539094,0.0,0.0001425977
41502,0.45703125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.02667127574659066,0.0,2.006787318676925,0.015539094,0.0,0.000105677
41503,0.47265625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.01709618887507945,0.0,2.006787318676925,0.015539094,0.0,6.773856e-05
41504,0.48828125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,0.007356456358972673,0.0,2.006787318676925,0.015539094,0.0,2.914777e-05
41505,0.50390625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.002454122853319587,0.0,2.006787318676925,0.015539094,5.050854e-14,-9.723732e-06
41506,0.51953125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.01224106752097421,0.0,2.006787318676925,0.015539094,1.2465379e-12,-4.8501588e-05
41507,0.53515625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.021910124016752897,0.0,2.006787318676925,0.015539094,3.9207942e-12,-8.6812346e-05
41508,0.55078125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.03136817404095676,0.0,2.006787318676925,0.015539094,7.808471e-12,-0.00012428706
41509,0.56640625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.04052413140155605,0.0,2.006787318676925,0.015539094,1.2529705e-11,-0.00016056481
41510,0.58203125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.0492898192240122,0.0,2.006787318676925,0.015539094,1.7631153e-11,-0.00019529625
41511,0.59765625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.05758081914278203,0.0,2.006787318676925,0.015539094,2.2633997e-11,-0.00022814686
41512,0.61328125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.06531728429632566,0.0,2.006787318676925,0.015539094,2.7082355e-11,-0.0002588003
41513,0.62890625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.07242470829603195,0.0,2.006787318676925,0.015539094,3.0586367e-11,-0.00028696135
41514,0.64453125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.07883464276347008,0.0,2.006787318676925,0.015539094,3.2855517e-11,-0.0003123588
41515,0.66015625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.0844853565256917,0.0,2.006787318676925,0.015539094,3.371929e-11,-0.0003347481
41516,0.67578125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.08932243012017177,0.0,2.006787318676925,0.015539094,3.3134183e-11,-0.00035391355
41517,0.69140625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.09329927988398186,0.0,2.006787318676925,0.015539094,3.1177845e-11,-0.00036967063
41518,0.70703125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.09637760657992894,0.0,2.006787318676925,0.015539094,2.8032283e-11,-0.0003818676
41519,0.72265625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.09852776423914633,0.0,2.006787318676925,0.015539094,2.395935e-11,-0.00039038697
41520,0.73828125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.0997290456679799,0.0,2.006787318676925,0.015539094,1.9271579e-11,-0.00039514666
41521,0.75390625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.09996988186958267,0.0,2.006787318676925,0.015539094,1.43018895e-11,-0.00039610092
41522,0.76953125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.09924795345967871,0.0,2.006787318676925,0.015539094,9.374874e-12,-0.00039324048
41523,0.78515625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.09757021300350169,0.0,2.006787318676925,0.015539094,4.782057e-12,-0.00038659293
41524,0.80078125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.09495281805879091,0.0,2.006787318676925,0.015539094,7.62536e-13,-0.00037622228
41525,0.81640625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.0914209755696777,0.0,2.006787318676925,0.015539094,0.0,-0.00036222843
41526,0.83203125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.08700869911003399,0.0,2.006787318676925,0.015539094,0.0,-0.00034474608
41527,0.84765625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.08175848131416201,0.0,2.006787318676925,0.015539094,0.0,-0.00032394365
41528,0.86328125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.07572088464949742,0.0,2.006787318676925,0.015539094,0.0,-0.00030002146
41529,0.87890625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.06895405447240727,0.0,2.006787318676925,0.015539094,0.0,-0.00027320994
41530,0.89453125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.06152315905662314,0.0,2.006787318676925,0.015539094,0.0,-0.00024376721
41531,0.91015625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.05349976198714001,0.0,2.006787318676925,0.015539094,0.0,-0.00021197689
41532,0.92578125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.044961132963772625,0.0,2.006787318676925,0.015539094,0.0,-0.00017814511
41533,0.94140625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.03598950365170582,0.0,2.006787318676925,0.015539094,0.0,-0.0001425977
41534,0.95703125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.026671275745606987,0.0,2.006787318676925,0.015539094,0.0,-0.000105677
41535,0.97265625,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.017096188874073798,0.0,2.006787318676925,0.015539094,0.0,-6.773856e-05
41536,0.98828125,0.7027712854863943,-0.044652156769485016,0.3686584099367214,-0.007356456357954799,0.0,2.006787318676925,0.015539094,0.0,-2.9147768e-05
41537,0.01171875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.007356456359990601,0.0,2.072061069279088,0.015708797,0.0,4.087237e-05
41538,0.02734375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.01709618887608512,0.0,2.072061069279088,0.015708797,0.0,9.498619e-05
41539,0.04296875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.026671275747574375,0.0,2.072061069279088,0.015708797,0.0,0.00014818525
41540,0.05859375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.035989503653610415,0.0,2.072061069279088,0.015708797,0.0,0.0001999572
41541,0.07421875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.04496113296559599,0.0,2.072061069279088,0.015708797,0.0,0.00024980344
41542,0.08984375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.05349976198886467,0.0,2.072061069279088,0.015708797,0.0,0.00029724394
41543,0.10546875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.06152315905823241,0.0,2.072061069279088,0.015708797,0.0,0.00034182184
41544,0.12109375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.06895405447388574,0.0,2.072061069279088,0.015708797,0.0,0.0003831078
41545,0.13671875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.07572088465083075,0.0,2.072061069279088,0.015708797,0.0,0.00042070422
41546,0.15234375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.08175848131533744,0.0,2.072061069279088,0.015708797,0.0,0.000454249
41547,0.16796875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.08700869911104014,0.0,2.072061069279088,0.015708797,0.0,0.00048341916
41548,0.18359375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.09142097557050494,0.0,2.072061069279088,0.015708797,0.0,0.0005079337
41549,0.19921875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.09495281805943123,0.0,2.072061069279088,0.015708797,0.0,0.0005275566
41550,0.21484375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.09757021300394896,0.0,2.072061069279088,0.015708797,0.0,0.0005420988
41551,0.23046875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.0992479534599286,0.0,2.072061069279088,0.015708797,0.0,0.00055142026
41552,0.24609375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.09996988186963275,0.0,2.072061069279088,0.015708797,0.0,0.0005554313
41553,0.26171875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.09972904566782972,0.0,2.072061069279088,0.015708797,0.0,0.0005540932
41554,0.27734375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.09852776423879733,0.0,2.072061069279088,0.015708797,0.0,0.0005474189
41555,0.29296875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.09637760657938449,0.0,2.072061069279088,0.015708797,0.0,0.0005354727
41556,0.30859375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.09329927988324718,0.0,2.072061069279088,0.015708797,0.0,0.00051836955
41557,0.32421875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.08932243011925396,0.0,2.072061069279088,0.015708797,0.0,0.0004962742
41558,0.33984375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.08448535652459957,0.0,2.072061069279088,0.015708797,0.0,0.0004693995
41559,0.35546875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.0788346427622142,0.0,2.072061069279088,0.015708797,0.0,0.0004380042
41560,0.37109375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.07242470829462436,0.0,2.072061069279088,0.015708797,0.0,0.0004023907
41561,0.38671875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.06531728429477993,0.0,2.072061069279088,0.015708797,0.0,0.00036290195
41562,0.40234375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.05758081914111303,0.0,2.072061069279088,0.015708797,0.0,0.00031991824
41563,0.41796875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.049289819222236034,0.0,2.072061069279088,0.015708797,0.0,0.00027385357
41564,0.43359375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.04052413139968981,0.0,2.072061069279088,0.015708797,0.0,0.00022515153
41565,0.44921875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.03136817403901842,0.0,2.072061069279088,0.015708797,0.0,0.00017428114
41566,0.46484375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.021910124014761133,0.0,2.072061069279088,0.015708797,0.0,0.00012173235
41567,0.48046875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.012241067518948196,0.0,2.072061069279088,0.015708797,0.0,6.8011206e-05
41568,0.49609375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,0.002454122851278837,0.0,2.072061069279088,0.015708797,0.0,1.3635074e-05
41569,0.51171875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,-0.007356456361008505,0.0,2.072061069279088,0.015708797,1.8090157e-13,-4.087237e-05
41570,0.52734375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,-0.017096188877090766,0.0,2.072061069279088,0.015708797,9.438176e-13,-9.498619e-05
41571,0.54296875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,-0.026671275748558078,0.0,2.072061069279088,0.015708797,2.1554525e-12,-0.00014818525
41572,0.55859375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,-0.035989503654562695,0.0,2.072061069279088,0.015708797,3.561705e-12,-0.0001999572
41573,0.57421875,0.7137834829796915,-0.044652156769485016,0.30979221877118723,-0.04496113296650768,0.0,2.072061069279088,0.015708797,4.840538e-12,-0.00024980344
41574,0.58984375,0.7137834829796915,-0.044652156769485016,0.30979221877118723,-0.053499761989726995,0.0,2.072061069279088,0.015708797,5.643095e-12,-0.00029724394
